,INSURANCE_FLAG,DTI,FULL_AGE_CHILD_NUMBER,DEPENDANT_NUMBER,EDUCATION,BANKACCOUNT_FLAG,Period_at_work,age,max90days,max60days,max30days,max21days,max14days,avg_num_delay,if_zalog,num_AccountActive180,num_AccountActive90,num_AccountActive60,Active_to_All_prc,numAccountActiveAll,numAccountClosed,sum_of_paym_months,all_credits,Active_not_cc,own_closed,min_MnthAfterLoan,max_MnthAfterLoan,dlq_exist,thirty_in_a_year,sixty_in_a_year,ninety_in_a_year,thirty_vintage,sixty_vintage,ninety_vintage,INCOME_BASE_TYPE_2НДФЛ,INCOME_BASE_TYPE_Поступление зарплаты на счет,INCOME_BASE_TYPE_Свободная форма с печатью работодателя,INCOME_BASE_TYPE_Форма банка (без печати работодателя),CREDIT_PURPOSE_Другое,CREDIT_PURPOSE_Лечение,CREDIT_PURPOSE_Обучение,CREDIT_PURPOSE_Отпуск,CREDIT_PURPOSE_Покупка автомобиля,CREDIT_PURPOSE_Покупка бытовой техники,CREDIT_PURPOSE_Покупка земли,CREDIT_PURPOSE_Покупка мебели,CREDIT_PURPOSE_Покупка недвижимости/ строительство,CREDIT_PURPOSE_Ремонт,SEX_женский,SEX_мужской,EMPL_TYPE_вспомогательный персонал,EMPL_TYPE_менеджер высшего звена,EMPL_TYPE_менеджер по продажам,EMPL_TYPE_менеджер среднего звена,EMPL_TYPE_рабочий,EMPL_TYPE_специалист,EMPL_TYPE_торговый представитель,EMPL_SIZE_< 50,EMPL_SIZE_>250,EMPL_PROPERTY_Другое,EMPL_PROPERTY_Информационные технологии,EMPL_PROPERTY_Сельское и лесное хозяйство,EMPL_PROPERTY_Торговля,EMPL_PROPERTY_Юридические услуги,EMPL_FORM_Государственное предприятие,EMPL_FORM_ЗАО,EMPL_FORM_Иная форма,EMPL_FORM_Индивидуальный предприниматель,EMPL_FORM_ОАО,EMPL_FORM_ООО,FAMILY_STATUS_вдовец / вдова,FAMILY_STATUS_гражданский брак,FAMILY_STATUS_женат / замужем,FAMILY_STATUS_повторный брак,FAMILY_STATUS_разведен / разведена,FAMILY_STATUS_холост / не замужем
1618,1,0.2,1,0,4,0.0,17.0,34.0,1.0,1.0,0.0,0.0,0.0,0.313253012,1.0,0.0,0.0,0.0,0.5,2.0,2.0,57.0,4.0,1.0,1.0,15.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1619,1,0.51,2,0,4,0.0,70.0,37.0,3.0,3.0,2.0,2.0,2.0,0.0485436893,1.0,0.0,0.0,0.0,0.6,4.0,1.0,196.0,5.0,1.0,1.0,32.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1620,1,0.42,0,0,4,0.0,16.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,1.0,3.0,42.0,4.0,1.0,0.0,19.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1621,1,0.2,0,0,4,1.0,10.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0777777778,0.0,0.0,0.0,0.0,0.6,3.0,2.0,83.0,5.0,2.0,0.0,12.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1622,0,0.35,0,0,6,0.0,144.0,42.0,2.0,2.0,0.0,0.0,0.0,0.1224489796,1.0,1.0,1.0,1.0,0.5,2.0,2.0,86.0,4.0,1.0,0.0,1.0,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1623,1,0.59,1,0,4,0.0,198.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0251572327,0.0,0.0,0.0,0.0,0.625,5.0,3.0,155.0,8.0,2.0,2.0,15.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1624,1,0.49,0,0,5,0.0,11.0,41.0,3.0,1.0,1.0,0.0,0.0,0.1606217617,0.0,0.0,0.0,0.0,0.7,7.0,3.0,162.0,10.0,3.0,0.0,7.0,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1625,0,0.38,1,0,5,0.0,8.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0082644628,1.0,0.0,0.0,0.0,1.0,4.0,0.0,120.0,4.0,3.0,0.0,19.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1626,1,0.21,0,0,4,0.0,38.0,36.0,1.0,1.0,0.0,0.0,0.0,0.032967033,1.0,0.0,0.0,0.0,0.2857142857,2.0,5.0,88.0,7.0,2.0,1.0,14.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1627,1,0.19,0,0,4,0.0,23.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0679012346,0.0,0.0,0.0,0.0,0.2,2.0,8.0,151.0,10.0,1.0,2.0,7.0,74.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1628,0,0.57,0,0,4,0.0,92.0,42.0,0.0,0.0,0.0,0.0,0.0,0.016,1.0,1.0,0.0,0.0,0.75,3.0,1.0,123.0,4.0,2.0,1.0,5.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1629,1,0.29,2,0,1,0.0,77.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,63.0,3.0,0.0,2.0,24.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1630,0,0.41,0,0,4,3.0,17.0,32.0,4.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.2857142857,2.0,5.0,17.0,7.0,1.0,0.0,2.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1631,1,0.59,0,0,2,0.0,12.0,49.0,3.0,3.0,1.0,1.0,1.0,0.0447761194,0.0,2.0,1.0,1.0,0.75,3.0,1.0,64.0,4.0,2.0,1.0,0.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1632,0,0.39,0,0,4,0.0,45.0,40.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0,1.0,1.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1633,1,0.25,1,0,4,0.0,38.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,43.0,2.0,1.0,0.0,15.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1634,1,0.3,1,0,2,0.0,15.0,42.0,1.0,1.0,1.0,1.0,1.0,0.0802919708,0.0,0.0,0.0,0.0,0.3333333333,3.0,6.0,252.0,9.0,1.0,0.0,11.0,105.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1635,0,0.31,2,0,5,0.0,115.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,21.0,2.0,1.0,0.0,11.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1636,0,0.24,1,0,4,0.0,21.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,50.0,5.0,0.0,0.0,25.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1637,0,0.27,0,0,4,0.0,95.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0106951872,1.0,0.0,0.0,0.0,0.2,2.0,3.0,185.0,5.0,1.0,2.0,27.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1638,1,0.49,0,0,4,0.0,101.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0076923077,0.0,0.0,0.0,0.0,0.6,3.0,2.0,129.0,5.0,1.0,1.0,30.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1639,1,0.44,1,0,4,3.0,14.0,34.0,3.0,2.0,2.0,1.0,0.0,0.3333333333,0.0,3.0,1.0,1.0,1.0,4.0,0.0,12.0,4.0,4.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1640,1,0.17,0,0,4,0.0,9.0,27.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,39.0,4.0,0.0,2.0,17.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1641,0,0.36,1,0,4,0.0,87.0,38.0,3.0,1.0,0.0,0.0,0.0,0.025477707,1.0,0.0,0.0,0.0,0.125,1.0,7.0,153.0,8.0,1.0,4.0,2.0,137.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1642,0,0.2,0,0,4,0.0,43.0,24.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,16.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1643,0,0.41,1,0,5,0.0,49.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,84.0,3.0,1.0,2.0,22.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1644,1,0.28,0,0,1,0.0,64.0,35.0,2.0,1.0,1.0,1.0,1.0,0.1636363636,0.0,0.0,0.0,0.0,0.4,2.0,3.0,46.0,5.0,1.0,0.0,2.0,43.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1645,1,0.33,1,0,4,0.0,116.0,43.0,1.0,1.0,1.0,1.0,1.0,0.0166666667,1.0,0.0,0.0,0.0,0.6666666667,2.0,1.0,59.0,3.0,1.0,0.0,35.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1646,0,0.17,0,0,4,0.0,42.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,15.0,3.0,1.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1647,1,0.1,0,0,4,0.0,17.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0487804878,0.0,0.0,0.0,0.0,0.25,1.0,3.0,39.0,4.0,0.0,1.0,36.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1648,1,0.26,0,0,1,1.0,26.0,25.0,1.0,1.0,1.0,1.0,1.0,0.3703703704,0.0,0.0,0.0,0.0,1.0,2.0,0.0,17.0,2.0,2.0,0.0,23.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1649,0,0.19,0,0,4,0.0,8.0,27.0,1.0,0.0,0.0,0.0,0.0,0.1111111111,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,1.0,15.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1650,0,0.16,0,0,5,0.0,16.0,28.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,4.0,0.0,0.0,18.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1651,1,0.32,1,0,4,1.0,77.0,29.0,1.0,1.0,1.0,0.0,0.0,0.0085470085,0.0,1.0,0.0,0.0,0.5,4.0,4.0,116.0,8.0,3.0,0.0,3.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1652,0,0.59,1,0,4,1.0,35.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,3.0,18.0,4.0,1.0,1.0,6.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1653,1,0.25,0,0,4,0.0,12.0,31.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,32.0,1.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1654,0,0.45,0,0,4,0.0,75.0,26.0,5.0,5.0,4.0,3.0,3.0,0.012345679,0.0,0.0,0.0,0.0,0.4,2.0,3.0,80.0,5.0,0.0,1.0,17.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1655,1,0.21,0,0,6,0.0,48.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0930232558,0.0,2.0,0.0,0.0,0.5714285714,4.0,3.0,78.0,7.0,1.0,2.0,5.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1656,1,0.32,1,0,5,0.0,57.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0277777778,0.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,35.0,3.0,1.0,2.0,11.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1657,1,0.59,2,0,2,0.0,14.0,38.0,2.0,1.0,0.0,0.0,0.0,0.1775700935,1.0,0.0,0.0,0.0,0.2857142857,2.0,5.0,176.0,7.0,1.0,0.0,28.0,110.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1658,1,0.33,1,0,4,3.0,43.0,31.0,1.0,1.0,1.0,1.0,1.0,0.2678571429,1.0,0.0,0.0,0.0,0.2857142857,2.0,5.0,82.0,7.0,1.0,0.0,12.0,73.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1659,1,0.49,2,0,5,0.0,17.0,32.0,1.0,1.0,1.0,0.0,0.0,0.2727272727,0.0,1.0,0.0,0.0,1.0,2.0,0.0,24.0,2.0,1.0,0.0,5.0,47.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1660,1,0.49,1,0,2,0.0,40.0,24.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,2.0,2.0,63.0,4.0,0.0,1.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1661,1,0.44,0,0,5,0.0,18.0,26.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,3.0,37.0,4.0,1.0,3.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1662,0,0.24,1,0,4,0.0,126.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0102040816,0.0,0.0,0.0,0.0,0.6666666667,2.0,1.0,97.0,3.0,1.0,1.0,35.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1663,1,0.49,0,0,4,0.0,16.0,44.0,6.0,4.0,4.0,3.0,2.0,0.124260355,0.0,0.0,0.0,0.0,0.3333333333,2.0,4.0,148.0,6.0,1.0,0.0,24.0,84.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1664,0,0.34,0,0,3,0.0,45.0,24.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333,2.0,4.0,103.0,6.0,1.0,1.0,13.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1665,0,0.4,0,0,4,0.0,6.0,28.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,1.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1666,0,0.25,0,0,4,0.0,91.0,46.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,8.0,2.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1667,1,0.43,1,0,2,0.0,49.0,37.0,2.0,1.0,0.0,0.0,0.0,0.1660899654,0.0,0.0,0.0,0.0,0.2352941176,4.0,13.0,241.0,17.0,2.0,2.0,12.0,108.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1668,0,0.17,2,0,4,0.0,35.0,41.0,1.0,1.0,1.0,0.0,0.0,0.0263157895,1.0,0.0,0.0,0.0,0.25,2.0,6.0,111.0,8.0,1.0,2.0,6.0,78.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1669,0,0.45,1,0,4,3.0,26.0,29.0,1.0,1.0,1.0,1.0,1.0,0.1196581197,0.0,0.0,0.0,0.0,0.6666666667,4.0,2.0,103.0,6.0,3.0,0.0,22.0,70.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1670,1,0.59,0,0,2,0.0,204.0,57.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,4.0,6.0,147.0,10.0,1.0,1.0,29.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1671,1,0.46,0,0,2,0.0,32.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,35.0,3.0,1.0,0.0,29.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1672,1,0.56,1,0,4,0.0,47.0,30.0,1.0,1.0,1.0,0.0,0.0,0.4256055363,1.0,0.0,0.0,0.0,0.4444444444,4.0,5.0,166.0,9.0,1.0,0.0,15.0,103.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1673,0,0.31,0,0,4,0.0,22.0,40.0,2.0,2.0,2.0,1.0,1.0,0.025974026,0.0,0.0,0.0,0.0,0.2857142857,2.0,5.0,75.0,7.0,2.0,0.0,27.0,96.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1674,1,0.55,3,0,5,0.0,91.0,45.0,3.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,33.0,4.0,3.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1675,0,0.53,1,0,2,1.0,31.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0641025641,0.0,0.0,0.0,0.0,0.3,5.0,5.0,146.0,10.0,3.0,0.0,16.0,81.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1676,0,0.5,0,0,4,0.0,12.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.8333333333,5.0,1.0,21.0,6.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
